[000:00] 然后我们现在目前我看大家都已经陆陆续续上线了
[142:37] 跨周期的积累优势
[142:38] 以及去结合
[142:40] 促销节点
[142:41] 来去做一个集中爆发
[142:42] 所以我们可以看到
[142:43] 广告它并不是
[142:45] 我们在忘记
[142:45] 开始的时候
[142:46] 才去使用的工具
[142:47] 而是去做好
[142:49] 提前布局
[142:49] 才准节奏的
[142:50] 一个长期的动作
[142:52] 那大家在第三个部分
[142:53] 刚才阿玛老师的
[142:54] 分享当中的话
[142:55] 我们也学到了
[142:56] 在这类型的产品当中
[142:57] 我们有三个运营
[142:59] 实战的技巧
[142:59] 是需要大家去准备的
[143:01] 第一个
[143:01] 由于这类型的产品
[143:02] 我们并不是一个
[143:04] 快时尚类的产品
[143:05] 它的销售窗口
[143:07] 其实是可预测的
[143:08] 所以说
[143:09] 所有的准备工作
[143:09] 要跑在流量之前
[143:11] 第二个
[143:12] 优化素材
[143:13] 是我们需要在
[143:15] 忘记前
[143:16] 就要去做好的
[143:17] 一个前面的准备工作
[143:18] 因为转化率的
[143:20] 天花板的话
[143:20] 是由这个产品
[143:21] 它本身看起来
[143:22] 好不好看
[143:23] 那么这样一个点
[143:24] 来去做一个
[143:25] 很重要的一个
[143:26] 翘板和一个
[143:28] 关键的决策因素
[143:29] 因素的
[143:30] 那第三个关键动作
[143:31] 就是要去做好
[143:32] 库存节奏的把扣
[143:34] 因为这种
[143:35] 类型的产品的话
[143:35] 它有明显的
[143:36] 高峰和低谷
[143:37] 那因此的话
[143:38] 库存节奏
[143:39] 采稳对于我们来讲的话
[143:41] 才不会因为忘记
[143:42] 断货
[143:43] 或者是说
[143:44] 忘记结束之后
[143:45] 滞销
[143:46] 那么给我们带来这种
[143:47] 不管是listing上的
[143:48] 一个积累的损失也好
[143:50] 还是我的销售的损失也好
[143:52] 甚至是比如说
[143:53] 库存滞销之后
[143:54] 它其实也是会
[143:55] 轻蚀大家的利润的
[143:56] 所以说做好
[143:57] 整个库存节奏的
[143:59] 一个把控
[144:00] 那么对于我们的
[144:01] 卖亚朋友来讲
[144:01] 尤其是做
[144:02] 这类型的产品来讲
[144:03] 是一个非常关键的
[144:04] 一个因素
[144:05] 那么到这里的话
[144:07] 我们本堂课程的话
[144:08] 基本上也就到达尾身了
[144:10] 那整个系列课程呢
[144:12] 也将在今天呢
[144:13] 正式收官
[144:13] 那回顾一下
[144:15] 我们这四节课啊
[144:16] 我们从一开始
[144:17] 带着大家
[144:17] 从认识生命周期
[144:19] A层的生命周期
[144:19] 一路去拆解了
[144:21] 长生命周期
[144:22] 短生命周期
[144:23] 季节性产品
[144:24] 它的广告答法
[144:26] 那么帮助大家呢
[144:27] 去更深刻的去理解了
[144:29] 关于美国服饰品类
[144:30] 不管是它的整个
[144:31] 大的市场格局也好
[144:33] 还是说具体到细分的
[144:34] 不同类型的产品
[144:35] 下面的不同的细分的
[144:37] 类目
[144:38] 那么具体的广告
[144:39] 应该怎么去做
[144:40] 运营上应该怎么去
[144:41] 重视自己的
[144:42] 运营上的一些优化的点
[144:44] 那么都给大家做了一个
[144:46] 非常详细的一个分享
[144:47] 那当然
[144:48] 整个四节课程的话
[144:49] 它其实背后啊
[144:50] 它贯穿的一个
[144:52] 底层和共同的底层
[144:54] 共同的一个底层
[144:55] 逻辑是什么
[144:55] 它其实简单来讲
[144:57] 是我们都是通过
[144:58] 头部A层跟尾部A层的
[145:00] 一个数据对比
[145:00] 那么去看说
[145:02] 在整个生命周期内
[145:03] 头部A层
[145:04] 它到底做对了什么
[145:05] 通过这样一些数据
[145:06] 来去进一步的
[145:07] 去帮我们去做好了
[145:08] 每一个阶段
[145:09] 广告应该怎么去
[145:10] 投放的一些建议
[145:11] 所以说这个是
[145:12] 我们在这个
[145:14] 系列课程当中
[145:15] 给到大家的
[145:15] 一个指引
[145:16] 那么也希望大家
[145:18] 能够通过这个
[145:18] 系列课程呢
[145:19] 可以真正的帮助到
[145:20] 大家在做
[145:21] 美国服饰品类的
[145:22] 一个运营
[145:23] 包括广告的投放
[145:24] 那么当然的话
[145:25] 在这个过程当中
[145:26] 也非常希望
[145:27] 能够大家可以在
[145:28] 这样一个虽然说
[145:29] 目前是一个
[145:30] 非常竞争激烈
[145:31] 和红快的赛道
[145:32] 那么依然能够
[145:33] 通过我们的分享呢
[145:35] 可以去找到一个
[145:36] 属于你自己的
[145:37] 增长路径
[145:37] 好
[145:39] 那当然如果您
[145:40] 对整个系列课程
[145:41] 觉得说想要去
[145:43] 接下来进一步的
[145:44] 学习和了解
[145:45] 我们也可以把
[145:45] 这样一个二维码呢
[145:47] 去做一个保存
[145:47] 后续的话
[145:48] 大家可以在课后呢
[145:50] 去扫码
[145:50] 扫码之后呢
[145:51] 可以把这个系列课程
[145:52] 的专题页面呢
[145:54] 收藏在你的
[145:55] 这个广告小程序的
[145:56] 收藏箱当中
[145:57] 那么后续
[145:58] 你在任何有时间
[145:59] 想要去复看
[146:00] 这个系列课程的内容的话
[146:02] 我们可以通过收藏
[146:03] 我的这个页面的
[146:04] 我的收藏
[146:05] 来去找到这个专题页
[146:06] 那这个专题页的话
[146:07] 后续我们会把
[146:08] 这四节课程的PPT
[146:10] 以及我们的具体
[146:12] 跟老师们一起去
[146:13] 讲的这些课程的
[146:15] 这个直播的
[146:16] 视频的话
[146:16] 会剪辑出来
[146:17] 然后把它放到
[146:18] 这个专题页面当中
[146:19] 一共大家呢
[146:20] 接下来可以去
[146:21] 进行自己的
[146:23] 一个自我的自主学习
[146:24] 所以这个的话
[146:25] 就是这个
[146:26] 是最后一次
[146:27] 跟大家放一下
[146:27] 这个二维码
[146:28] 大家也可以在这里
[146:29] 去把这个二维码
[146:30] 保存下来
[146:31] 好
[146:31] 然后我们最后
[146:33] 再花个五分钟的时间
[146:34] 看看还有没有问题
[146:35] 没有去给大家回复到
[146:38] 那当然的话
[146:39] 也非常感谢大家
[146:40] 能够在这么长的时间
[146:42] 依然留在我们的直播间
[146:43] 听我们的这样一个分享
[146:45] 
[146:45] 现在的话
[146:46] 我们威后的小助手呢
[146:47] 也发起了一个问卷调研
[146:49] 也是希望
[146:50] 卖家朋友们
[146:51] 如果有时间
[146:52] 可以帮我们的
[146:53] 这个系列课程呢
[146:54] 去进行一个
[146:55] 这个问卷的填写
[146:57] 非常简单
[146:57] 就两道题
[146:58] 也期待大家
[146:59] 能够在这个问卷当中呢
[147:01] 给到我们一些
[147:01] 对于这个系列课程的反馈
[147:04] 当然这个问卷的调研
[147:05] 结果对我们也很重要
[147:07] 所以也非常感谢
[147:08] 大家可以去参与一下
[147:10] 好
[147:11] 然后我们最后再来看看
[147:13] 还有没有什么问题啊
[147:15] 我看最后
[147:16] 应该就只有一个问题呢
[147:17] 是来自于视频号的提问
[147:19] 我们把这个问题回答
[147:20] 我们就今天的直播
[147:21] 就到这里结束啊
[147:22] 我们来看一下
[147:23] 这个卖家问说
[147:24] 新品出现点击率很高
[147:26] 但是曝光比较少
[147:28] 以及转化也比较低
[147:30] 评分还是比较好的
[147:32] 这种是什么原因
[147:33] 要怎么调广告
[147:34] 点击很好
[147:36] 但是你的曝光很少
[147:38] 然后转化也不好
[147:40] 我觉得这里的话
[147:41] 可能有一个点
[147:44] 可能是需要去关注的
[147:45] 就是第一个
[147:46] 你要先解决的是
[147:47] 你曝光少的问题
[147:47] 因为有可能你的
[147:48] 这个所谓的点击率很高
[147:49] 它只是一个偶发因素
[147:51] 就是如果说你整个数据量
[147:53] 没有达到一定体量的时候
[147:55] 你跟我讲你的曝光很低
[147:57] 转化率很低
[147:58] 点击又很高
[147:59] 我其实很难评估
[148:00] 你到底是因为数据量不够
[148:02] 这是个我发现的因素
[148:03] 还是怎么样
[148:03] 如果说你的数据
[148:04] 已经达到了非常高的量了
[148:06] 那么依然出现这个问题的话
[148:08] 那么首先第一个
[148:09] 我觉得你先去解决一下
[148:10] 你曝光少的问题
[148:11] 可以去尝试着看看说
[148:13] 你要不要去做一些适当的
[148:16] 净价上的一些调整
[148:17] 稍微调高一点点
[148:19] 来去看看能不能
[148:20] 去把你的曝光拉起来
[148:21] 然后这是第一个
[148:22] 第二个的话
[148:23] 去解决你的转化低的问题
[148:24] 转化低的话
[148:25] 就是点击率很高
[148:26] 那如果说你是做服饰品那道
[148:28] 有可能这个卖家
[148:29] 他是想要这个
[148:30] 这个类型的产品
[148:31] 但是他会发现说
[148:33] 可能我点进来了之后
[148:34] 我发现说你的这个产品
[148:35] 其实并不是我心中想要的
[148:37] 那这个会出现
[148:38] 有可能就会出现
[148:39] 你说的这种点击率很高
[148:40] 但是最后转化率不高的情况下
[148:42] 所以我们还是会回到
[148:43] 我们在这节课
[148:44] 上节课
[148:45] 阿玛老师讲到的
[148:46] 你的主身份很重要
[148:47] 如果你一开始
[148:48] 没有把主身份利好的情况下
[148:50] 那么你就可能会出现这种情况
[148:52] 当然的话
[148:53] 也可以听听看阿玛老师
[148:54] 对你的这个问题
[148:55] 有没有什么补充
[148:56] 一般新品点击率很高
[149:01] 就是曝光比较少
[149:03] 就是因为这种问题
[149:05] 其实它的原因
[149:07] 就是可能还挺多的
[149:09] 你可能给的这个预算不够
[149:13] 然后就是它的曝光达不到
[149:15] 然后也有可能是你的
[149:17] 就是设计
[149:18] 就是铺开的流量
[149:20] 就是还是不够
[149:21] 这个流量的入口不够多
[149:24] 就是首先就是这个预算问题
[149:26] 然后点击率很高
[149:29] 就说明你的这个图片
[149:30] 可能主图
[149:31] 或者是你的价格
[149:32] 还有评价什么的都比较好
[149:34] 这个可以就是是你的优势
[149:37] 那转化比较低
[149:39] 可能但就是因为它进来了之后
[149:42] 可能跟这种图片
[149:43] 想要表达的感觉
[149:44] 还有它的这个这种评价
[149:47] 就是还有价格方面的
[149:49] 你的页面做的是
[149:51] 没有达到它的心理预期
[149:53] 就是在页面上面
[149:55] 还是要好好在
[149:56] 看能不能有优化的空间
[149:58] 就可以看同类型的
[150:00] 就是做的比较好的卖家
[150:02] 去多参考一些
[150:03] 而且也不一定非要看同类型的
[150:06] 就可以去找那个
[150:07] 比较好的那个网站
[150:08] 就是Pinterest
[150:09] 就是服装类的
[150:11] 很适合在这个网站上面找灵感
[150:13] 去看看怎么去优化自己的这个页面
[150:17] 好的
[150:19] 相信应该这个问题
[150:21] 应该能够能够回答你
[150:22] 就是这位卖家朋友
[150:24] 一个是就是你确实是要去看一下
[150:26] 就我说的
[150:27] 不管是你的预算也好
[150:28] 由于预算不足
[150:29] 有可能你出现的
[150:30] 这些所有的数据表现
[150:31] 它都是一些太低了的情况下
[150:33] 我们没有办法去做一个定性的评估
[150:35] 然后第二个当然就是要去反查一下
[150:38] 自己的listing的表达
[150:39] 那当然第三个就讲到很重要的
[150:41] 如果是涉及到像服饰类的产品
[150:43] 那么就会存在我刚才讲到的卖家
[150:46] 消费者他脑子里可能会有一个很清晰的
[150:50] 我想要什么东西
[150:50] 但他在搜索的那个关键词上
[150:53] 他可能搜的是一个非常犯的大词
[150:55] 所以他会出现非常多的这种
[150:57] 就是无意识
[150:58] 或者叫做是大范围的浏览
[151:00] 那么这个时候
[151:01] 你如果想要去精准你的流量的话
[151:03] 有一个很重要的点
[151:04] 就是我们得要让系统很清晰的
[151:06] 认识到我的产品具体是一个什么样的产品
[151:08] 尽可能的去把你的主持份打清楚
[151:10] 那这样的话可能他给你灌溉出来的流量的话
[151:13] 就会慢慢的从一些很泛的流量
[151:15] 相对来讲比较精准一些
[151:16] 所以我觉得这个是你可以去后续去优化的一些方向
[151:20] 好
[151:22] 那今天的课程的话
[151:24] 我们就到这里就结束了
[151:26] 也感谢大家在这四节课当中的陪伴
[151:29] 那也希望我们整个美国站服饰系列课程
[151:33] 能够真正的帮助大家
[151:35] 那在整个服饰类目上去帮助到大家去做好自己的广告头发
[151:40] 以及整体的一个销售的增长
[151:42] 那也非常感谢大家在这么长时间的参与
[151:44] 希望后面的话我们在出更多的这种系列课程的时候
[151:48] 能够再次看到大家
[151:49] 好
[151:49] 那今天的直播就到这里结束了
[151:52] 非常感谢大家的参与
[151:54] 好
[151:56] 好的
[151:57] 那我们就到这里
[151:58] 好
[151:59] 那我们就这样
[152:01] 也谢谢二淼老师的整个这个系列课程当中两节课的一个分享
[152:07] 真的非常非常棒
[152:09] 我非常建议
[152:10] 麦娇朋友们有时间可以好好的去听一听我们的这个系列课程的回发
[152:14] 好
[152:14] 那就再次感谢二淼老师
[152:16] 然后我们今天就到这里结束了
[152:18] 好
[152:19] 行
[152:19] 大家再见
[152:19] 有什么问题的话也可以在后面
[152:22] 后续应该也可以找到我们就是官方的这个小助手
[152:27] 对对对
[152:28] 如果大家对Monses这边的一个标签系统有兴趣的话
[152:32] 也可以通过Monses的公众号来去联系到二淼老师
[152:35] 好
