[000:00] 好 我看现在逐步有卖家朋友们已经进入到直播间了
[000:20] 那首先第一个也是非常感谢大家在今天下午的时间能够抽出两个小时
[144:29] 后续去找这个专题页面的话
[144:31] 会更快一些
[144:31] 所以建议大家呢
[144:32] 可以收藏一下
[144:33] 那当然
[144:34] 如果大家在听完了课程之后的话
[144:36] 享有任何给到课程的一个评价和建议的话
[144:40] 我们在这里的话
[144:41] 小助手也把我们这次课程的一个问卷呢
[144:44] 发起了
[144:45] 如果你是在V后来听直播的卖家的话
[144:48] 可以辛苦给我们去进行一个问卷的一个答复
[144:52] 那这样的话
[144:52] 我们可以知道我们接下来的课程
[144:54] 一个优化的重点
[144:55] 如果你是通过视频号进来的Mapro
[144:58] 也可以去通过视频号这边去推送的这样一个问卷呢
[145:02] 去完成简单的一个回复
[145:04] 那这里的话
[145:05] 到这
[145:05] 基本上到这里
[145:06] 我们本堂课程的内容就结束了
[145:10] 那也期待在接下来的4月份的
[145:12] 剩下的这些课程当中呢
[145:14] 可以跟大家再次相见
[145:15] 同时的话
[145:16] 也非常感谢大宏老师
[145:18] 花了将近两个半小时的时间
[145:20] 和我一起坐在直播间
[145:22] 把整个服饰品类的
[145:23] 长生命周期的产品
[145:25] 真的是给大家掰碎了
[145:26] 柔细了
[145:27] 结合数据
[145:28] 然后又结合实战
[145:29] 又给到了非常多的这种
[145:31] 好用的小的工具
[145:33] 来去帮助大家呢
[145:34] 去深度的去解析了这个品类
[145:37] 我相信这个可能是我们在亚马逊的广告培训上的话
[145:41] 真的是第一次能把数据拆的这么细
[145:43] 然后把广告打法拆到这么细分的
[145:46] 这个类目下
[145:47] 我觉得这应该是第一次
[145:49] 所以真的也是非常感谢大宏老师
[145:51] 和罗格老师
[145:52] 在这个过程当中
[145:53] 给了非常多非常多的建议和帮助
[145:56] 好
[145:57] 好的
[145:59] 那也祝各位朋友
[146:00] 这里还有My朋友在问在哪里看回放
[146:11] 我这边再把回放再放一下
[146:14] 就是我们的这个二维码
[146:15] 这位My朋友如果你想看回放的话
[146:18] 可以把这个二维码保存下来
[146:19] 一个呢是可以看到整个系列课程的所有回放
[146:23] 以及课件
[146:24] 那这都是在这里会逐步上线的
[146:26] 那今天可能今天的这个课件
[146:28] 还有今天的直播的话
[146:29] 没有办法马上上线
[146:30] 但我们后面的话会逐步上去
[146:32] 所以说的话建议你可以收藏下来
[146:34] 好的
[146:35] 也非常感谢啊
[146:37] 到现在为止
[146:37] 还留在我们直播间的My朋友们
[146:40] 如果大家有时间的话
[146:42] 也真的非常辛苦
[146:43] 大家可以帮我们的问卷呢
[146:45] 做一个简单的回复
[146:47] 就两道题很简单
[146:48] 对也非常期待
[146:49] 大家能够帮我们完成一下这个问卷
[146:51] 这对我和大宏老师来讲
[146:53] 也都是非常重要的
[146:54] 对对真的是非常感谢大宏老师
[146:57] 好那我们来看看
[146:59] 还有没有什么问题
[147:01] 如果没有问题的话
[147:02] 那我们的直播的话
[147:03] 可能就在两分钟后就结束了
[147:05] 对我们再来看看
[147:06] 还有没有什么问题
[147:07] 大家想要问的
[147:08] 哦对了
[147:10] 刚才大宏老师
[147:11] 他有在整个直播的过程当中
[147:13] 有分享的一个非常有用的
[147:16] 关于A-Course盈利的表
[147:17] 那如果大家对这个表感兴趣的话
[147:20] 这边的话
[147:21] 大宏老师
[147:21] 您看您方便把那个零表格的
[147:24] 这个方式再发在我们的聊天框当中
[147:27] 对因为我在想
[147:28] 可能有一些Mail朋友还想要再
[147:30] 对对大家可以通过这个方式
[147:32] 来去加到大宏老师这边
[147:34] 然后拿到刚才我们在课件过程当中
[147:37] 老师这边有给大家分享的
[147:39] 一个关于A-Course的盈利的这个表格
[147:42] 那这个表格的话
[147:42] 可以帮大家去做好你的具体的这个
[147:45] 广告预算上的一个
[147:48] 规划
[147:50] 对
[147:52] 两边都发了
[147:53] 视频号这边也发了
[147:55] 好的
[147:59] 好
[148:04] 那我看应该没有什么问题了
[148:06] 那就今天也第一个
[148:08] 很辛苦老师在这里给我们做了这么长时间的分享
[148:12] 那也很辛苦我们的Mail朋友们
[148:14] 跟着我们听了两个半小时
[148:16] 对
[148:16] 对
[148:17] 也期待
[148:19] 期待接下来
[148:21] 在我们的这个系列课程当中
[148:23] 还能够再次跟大家相见
[148:24] 我们还是会像今天这样
[148:26] 跟大家去细细了
[148:27] 去掰开了
[148:28] 揉碎了
[148:29] 去讲讲
[148:30] 美国的服饰品类的
[148:31] 短生命中期和季节性的这个产品该怎么做
[148:34] 好
[148:34] 那我们今天的直播就到这里结束了
[148:36] 非常感谢大家的参与
[148:38] 我们下期再见
[148:39] 好
[148:39] 下次再见
[148:40] 祝大家大脉
[148:41] 拜拜
[148:41] 嗯
[148:42] clicked
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:42] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
[148:43] 
